Tipo de Imovel;Cidade;Bairro;Metro Quadrado;Amostra
apartamento;belford roxo;amelia;2000;1
apartamento;belford roxo;andrade araujo;2000;1
apartamento;belford roxo;areia branca;2000;1
apartamento;belford roxo;babi;2720;4
apartamento;belford roxo;belford roxo;0;0
apartamento;belford roxo;boa esperanca;0;0
apartamento;belford roxo;boa ventura;2353;13
apartamento;belford roxo;buriti;0;0
apartamento;belford roxo;centro;0;0
apartamento;belford roxo;ch sto antonio;0;0
apartamento;belford roxo;gracas;0;0
apartamento;belford roxo;heliopolis;0;0
apartamento;belford roxo;hiterland;0;0
apartamento;belford roxo;indeterminado;0;0
apartamento;belford roxo;itaipu;0;0
apartamento;belford roxo;jd almo;0;0
apartamento;belford roxo;jd bom pastor;0;0
apartamento;belford roxo;jd dimas filho;1909;2
apartamento;belford roxo;jd glaucia;0;0
apartamento;belford roxo;jd redentor;0;0
apartamento;belford roxo;jd sta marta;0;0
apartamento;belford roxo;lot xv;0;0
apartamento;belford roxo;lote xv;0;0
apartamento;belford roxo;nova aurora;0;0
apartamento;belford roxo;piam;1969;2
apartamento;belford roxo;pq amorim;2250;1
apartamento;belford roxo;pq esperanca;0;0
apartamento;belford roxo;pq floresta;0;0
apartamento;belford roxo;pq martinho;0;0
apartamento;belford roxo;pq s bernardo;0;0
apartamento;belford roxo;pq s jose;0;0
apartamento;belford roxo;pq s vicente;0;0
apartamento;belford roxo;pq santa amelia;0;0
apartamento;belford roxo;pq saxonia;0;0
apartamento;belford roxo;pq sta amelia;0;0
apartamento;belford roxo;prata;0;0
apartamento;belford roxo;rocha sobrinho;0;0
apartamento;belford roxo;s bernardo;0;0
apartamento;belford roxo;s jorge;0;0
apartamento;belford roxo;sta cecilia;0;0
apartamento;belford roxo;sta maria;0;0
apartamento;belford roxo;sublime;0;0
apartamento;belford roxo;vergel dos felix;0;0
apartamento;belford roxo;vl dagmar;0;0
apartamento;belford roxo;vl entre rios;3444;1
apartamento;belford roxo;vl joao lima;0;0
apartamento;belford roxo;vl madalena;0;0
apartamento;belford roxo;vl medeiros;0;0
apartamento;belford roxo;vl pauline;0;0
apartamento;belford roxo;vl r novo;0;0
apartamento;belford roxo;vl s luis;0;0
apartamento;belford roxo;vl s teodoro;0;0
apartamento;belford roxo;vl sto antonio da prata;0;0
apartamento;belford roxo;vl verde;0;0
apartamento;belford roxo;vl vitorio;0;0
apartamento;cachoeiras de macacu;boca do mato;0;0
apartamento;cachoeiras de macacu;centro;0;0
apartamento;cachoeiras de macacu;indeterminado;0;0
apartamento;cachoeiras de macacu;papucaia;0;0
apartamento;cachoeiras de macacu;zona rural;0;0
apartamento;duque de caxias;barro branco;0;0
apartamento;duque de caxias;centro;0;0
apartamento;duque de caxias;ch arcampo;0;0
apartamento;duque de caxias;ch maria helena;0;0
apartamento;duque de caxias;ch riopetropolis;0;0
apartamento;duque de caxias;chac rio petropolis;0;0
apartamento;duque de caxias;chac riopetropolis;0;0
apartamento;duque de caxias;chacrinha;0;0
apartamento;duque de caxias;circular;0;0
apartamento;duque de caxias;divino;0;0
apartamento;duque de caxias;dr laureano;0;0
apartamento;duque de caxias;engenho do porto;0;0
apartamento;duque de caxias;gramacho;0;0
apartamento;duque de caxias;imbarie;0;0
apartamento;duque de caxias;indeterminado;0;0
apartamento;duque de caxias;itatiaia;0;0
apartamento;duque de caxias;jd 25 de agosto;0;0
apartamento;duque de caxias;jd anhanga;0;0
apartamento;duque de caxias;jd gramacho;0;0
apartamento;duque de caxias;jd imbarie;0;0
apartamento;duque de caxias;jd leal;0;0
apartamento;duque de caxias;jd olavo bilac;0;0
apartamento;duque de caxias;jd olimpo;0;0
apartamento;duque de caxias;jd panama;0;0
apartamento;duque de caxias;jd primavera;0;0
apartamento;duque de caxias;jd vinte e cinco de agosto;0;0
apartamento;duque de caxias;mantiquira;0;0
apartamento;duque de caxias;nova campinas;0;0
apartamento;duque de caxias;pq barao do amapa;0;0
apartamento;duque de caxias;pq beira mar;0;0
apartamento;duque de caxias;pq boa vista i;0;0
apartamento;duque de caxias;pq boa vista ii;0;0
apartamento;duque de caxias;pq capivari;0;0
apartamento;duque de caxias;pq centenario;0;0
apartamento;duque de caxias;pq duque de caxias;0;0
apartamento;duque de caxias;pq eldorado;0;0
apartamento;duque de caxias;pq equitativa;0;0
apartamento;duque de caxias;pq esperanca;0;0
apartamento;duque de caxias;pq felicidade;0;0
apartamento;duque de caxias;pq fluminense;0;0
apartamento;duque de caxias;pq imperio;0;0
apartamento;duque de caxias;pq independencia;0;0
apartamento;duque de caxias;pq joao pessoa;0;0
apartamento;duque de caxias;pq lafaiete;0;0
apartamento;duque de caxias;pq laguna e dourados;0;0
apartamento;duque de caxias;pq muisa;0;0
apartamento;duque de caxias;pq nova esperanca;0;0
apartamento;duque de caxias;pq pauliceia;0;0
apartamento;duque de caxias;pq paulista;0;0
apartamento;duque de caxias;pq senhor do bonfim;0;0
apartamento;duque de caxias;pq sta lucia;0;0
apartamento;duque de caxias;pq uruguaiana;0;0
apartamento;duque de caxias;pq vitoria;0;0
apartamento;duque de caxias;pq xerem;0;0
apartamento;duque de caxias;s bento;0;0
apartamento;duque de caxias;saracuruna;0;0
apartamento;duque de caxias;sarapui;0;0
apartamento;duque de caxias;sta lucia;0;0
apartamento;duque de caxias;sto antonio;0;0
apartamento;duque de caxias;taquara;0;0
apartamento;duque de caxias;v actura;0;0
apartamento;duque de caxias;v s joao;0;0
apartamento;duque de caxias;v s judas tadeu;0;0
apartamento;duque de caxias;v s luis;0;0
apartamento;duque de caxias;v s sebastiao;0;0
apartamento;duque de caxias;v sao luis;0;0
apartamento;duque de caxias;v sta cruz;0;0
apartamento;duque de caxias;v sto antonio;0;0
apartamento;duque de caxias;vl actura;0;0
apartamento;duque de caxias;vl bela vista;0;0
apartamento;duque de caxias;vl canaan;0;0
apartamento;duque de caxias;vl centenario;0;0
apartamento;duque de caxias;vl ema;0;0
apartamento;duque de caxias;vl guanabara;0;0
apartamento;duque de caxias;vl ideal;0;0
apartamento;duque de caxias;vl itamarati;0;0
apartamento;duque de caxias;vl leopoldina;0;0
apartamento;duque de caxias;vl maria helena;0;0
apartamento;duque de caxias;vl meriti;0;0
apartamento;duque de caxias;vl oito de maio;0;0
apartamento;duque de caxias;vl paula;0;0
apartamento;duque de caxias;vl rosario;0;0
apartamento;duque de caxias;vl s luis;0;0
apartamento;duque de caxias;vl s sebastiao;0;0
apartamento;duque de caxias;vl sarapui;0;0
apartamento;duque de caxias;vl sta alice;0;0
apartamento;duque de caxias;vl sta cruz;0;0
apartamento;duque de caxias;xerem;0;0
apartamento;guapimirim;centro;0;0
apartamento;guapimirim;indeterminado;0;0
apartamento;guapimirim;zona rural;0;0
apartamento;itaborai;aldeia da prata (manilha);0;0
apartamento;itaborai;ampliacao;0;0
apartamento;itaborai;areal;0;0
apartamento;itaborai;bela vista;0;0
apartamento;itaborai;bonfim;0;0
apartamento;itaborai;caluge;0;0
apartamento;itaborai;centro;0;0
apartamento;itaborai;ch bela vista;0;0
apartamento;itaborai;gebara (itambi);0;0
apartamento;itaborai;indeterminado;0;0
apartamento;itaborai;jd imperial;0;0
apartamento;itaborai;joaquim de oliveira;0;0
apartamento;itaborai;manilha;0;0
apartamento;itaborai;marambaia;0;0
apartamento;itaborai;monte verde (manilha);0;0
apartamento;itaborai;nancilandia;0;0
apartamento;itaborai;nova cidade;0;0
apartamento;itaborai;outeiro das pedras;0;0
apartamento;itaborai;quissama;0;0
apartamento;itaborai;retiro s joaquim;0;0
apartamento;itaborai;rio varzea;0;0
apartamento;itaborai;s jose;0;0
apartamento;itaborai;sossego;0;0
apartamento;itaborai;sto expedito;0;0
apartamento;itaborai;tangua;0;0
apartamento;itaborai;tres pontes;0;0
apartamento;itaborai;venda das pedras;0;0
apartamento;itaborai;visconde de itaborai;0;0
apartamento;itaborai;zona rural;0;0
apartamento;itaguai;aguas lindas;0;0
apartamento;itaguai;brisa mar;0;0
apartamento;itaguai;california;0;0
apartamento;itaguai;centro;0;0
apartamento;itaguai;chapero;0;0
apartamento;itaguai;cid industrial;0;0
apartamento;itaguai;coroa grande;0;0
apartamento;itaguai;engenho;0;0
apartamento;itaguai;ibirapitanga;0;0
apartamento;itaguai;ibituporanga;0;0
apartamento;itaguai;ilha da madeira;0;0
apartamento;itaguai;indeterminado;0;0
apartamento;itaguai;jd america;0;0
apartamento;itaguai;jd laia;6632;1
apartamento;itaguai;jd veda;0;0
apartamento;itaguai;leandro;0;0
apartamento;itaguai;monte serrat;0;0
apartamento;itaguai;piranema;0;0
apartamento;itaguai;pq independencia;0;0
apartamento;itaguai;pq paraiso;0;0
apartamento;itaguai;pq primavera;0;0
apartamento;itaguai;sta candida;0;0
apartamento;itaguai;teixeiras;0;0
apartamento;itaguai;vl geny;0;0
apartamento;itaguai;vl ibirapitanga;0;0
apartamento;itaguai;vl margarida;0;0
apartamento;japeri;japeri;0;0
apartamento;mage;centro;2269;2
apartamento;mage;indeterminado;2269;2
apartamento;mage;zona rural;2269;2
apartamento;mangaratiba;centro;2269;2
apartamento;mangaratiba;conceicao de jacarei;6286;3
apartamento;mangaratiba;indeterminado;7324;20
apartamento;mangaratiba;itacuruca;9200;2
apartamento;mangaratiba;itacurussa;6315;2
apartamento;mangaratiba;muriqui;0;0
apartamento;mangaratiba;praia grande;2619;3
apartamento;mangaratiba;sahy;0;0
apartamento;marica;aracatiba;5036;6
apartamento;marica;bal bambui (ponta negra);0;0
apartamento;marica;barra de marica;0;0
apartamento;marica;barroco (itaipuacu);2500;1
apartamento;marica;caju (ponta negra);3010;5
apartamento;marica;cajueiros;0;0
apartamento;marica;cajueiros (itaipuacu);0;0
apartamento;marica;caxito;0;0
apartamento;marica;centro;3455;1
apartamento;marica;ch de inoa;3108;43
apartamento;marica;ch rincao mimoso;2668;18
apartamento;marica;cid nova;0;0
apartamento;marica;condado de marica;0;0
apartamento;marica;cordeirinho;0;0
apartamento;marica;espraiado (ponta negra);0;0
apartamento;marica;flamengo;0;0
apartamento;marica;guaratiba;2647;1
apartamento;marica;indeterminado;3716;1
apartamento;marica;inoa;3421;1
apartamento;marica;itaipuacu;3421;1
apartamento;marica;itaocaia valley;2846;35
apartamento;marica;itapeba;0;0
apartamento;marica;jacaroa;2295;1
apartamento;marica;jacone (pte negra);0;0
apartamento;marica;jd atlantico;0;0
apartamento;marica;marques de marica;3032;5
apartamento;marica;mumbuca;2485;1
apartamento;marica;pedreiras;3704;18
apartamento;marica;ponta grossa;0;0
apartamento;marica;ponta negra;0;0
apartamento;marica;pq nanci;3185;2
apartamento;marica;recanto;0;0
apartamento;marica;retiro;0;0
apartamento;marica;s bento da lagoa;0;0
apartamento;marica;s jose do imbassai;0;0
apartamento;marica;ubatiba;2810;7
apartamento;marica;vale da figueira (ponta negra);0;0
apartamento;marica;vivendas de itaipuacu;0;0
apartamento;mesquita;banco de areia;0;0
apartamento;mesquita;centro;0;0
apartamento;mesquita;cosmorama;2967;2
apartamento;mesquita;edison passos;2623;1
apartamento;mesquita;indeterminado;0;0
apartamento;mesquita;jacutinga;0;0
apartamento;mesquita;presid juscelino;0;0
apartamento;mesquita;rocha sobrinho;5414;2
apartamento;mesquita;sta teresinha;0;0
apartamento;mesquita;sto elias;0;0
apartamento;nilopolis;cabral;0;0
apartamento;nilopolis;cabuis;0;0
apartamento;nilopolis;centro;0;0
apartamento;nilopolis;chatuba;0;0
apartamento;nilopolis;indeterminado;0;0
apartamento;nilopolis;nova cidade;0;0
apartamento;nilopolis;olinda;0;0
apartamento;nilopolis;paiol de polvora;0;0
apartamento;niteroi;atalaia;0;0
apartamento;niteroi;badu;5804;66
apartamento;niteroi;baldeador;5804;66
apartamento;niteroi;barreto;4390;4
apartamento;niteroi;beltrao;4908;150
apartamento;niteroi;boa viagem;0;0
apartamento;niteroi;cafuba;9313;137
apartamento;niteroi;camboinhas;0;0
apartamento;niteroi;cantagalo;7449;165
apartamento;niteroi;caramujo;6366;2
apartamento;niteroi;centro;0;0
apartamento;niteroi;charitas;6024;336
apartamento;niteroi;cid nova;9350;211
apartamento;niteroi;cubango;9350;211
apartamento;niteroi;engenho do mato;4467;1
apartamento;niteroi;engenhoca;5344;2
apartamento;niteroi;fatima;4245;7
apartamento;niteroi;figueira;6325;47
apartamento;niteroi;fonseca;5620;1
apartamento;niteroi;gragoata;4692;483
apartamento;niteroi;icarai;8271;44
apartamento;niteroi;ilha da conceicao;8327;4.051
apartamento;niteroi;indeterminado;0;0
apartamento;niteroi;inga;6472;30
apartamento;niteroi;itacoatiara;7514;512
apartamento;niteroi;itaipu;6109;94
apartamento;niteroi;ititioca;5750;176
apartamento;niteroi;jacare;0;0
apartamento;niteroi;jd fazendinha;0;0
apartamento;niteroi;jd imbui;0;0
apartamento;niteroi;jurujuba;10000;1
apartamento;niteroi;largo da batalha;10000;1
apartamento;niteroi;largo do barradas;5079;3
apartamento;niteroi;lot engenho do mato;4588;43
apartamento;niteroi;lot maravista;0;0
apartamento;niteroi;maceio;0;0
apartamento;niteroi;maralegre;5112;36
apartamento;niteroi;maravista;0;0
apartamento;niteroi;marazul;0;0
apartamento;niteroi;maria paula;0;0
apartamento;niteroi;martins torres;4627;38
apartamento;niteroi;mata paca;0;0
apartamento;niteroi;matapaca;0;0
apartamento;niteroi;niteroi;0;0
apartamento;niteroi;pe pequeno;7919;9
apartamento;niteroi;pendotiba;6973;9
apartamento;niteroi;piratininga;5457;210
apartamento;niteroi;ponta d areia;4634;4
apartamento;niteroi;ponta da areia;4634;4
apartamento;niteroi;ponta dareia;6209;5
apartamento;niteroi;ponto cem reis;0;0
apartamento;niteroi;rio do ouro;0;0
apartamento;niteroi;rio do ouro e varzea das mocas;3115;4
apartamento;niteroi;s domingos;0;0
apartamento;niteroi;s francisco;6592;50
apartamento;niteroi;s lourenco;8594;233
apartamento;niteroi;santa rosa;5278;8
apartamento;niteroi;santana;0;0
apartamento;niteroi;sao francisco;4545;1
apartamento;niteroi;sao lourenco;0;0
apartamento;niteroi;sape;0;0
apartamento;niteroi;sape e vl progresso;3948;15
apartamento;niteroi;sta barbara;0;0
apartamento;niteroi;sta rosa;0;0
apartamento;niteroi;sto antonio;6554;1.251
apartamento;niteroi;sto antonio e serra grande;7222;1
apartamento;niteroi;teixeira de freitas;0;0
apartamento;niteroi;tenente jardim;0;0
apartamento;niteroi;varzea das mocas;3424;3
apartamento;niteroi;venda da cruz;4947;15
apartamento;niteroi;vital brasil;0;0
apartamento;niteroi;vl progresso;7115;100
apartamento;nova iguacu;adrianopolis;0;0
apartamento;nova iguacu;aero clube;0;0
apartamento;nova iguacu;alto da posse;2778;1
apartamento;nova iguacu;alvarez;0;0
apartamento;nova iguacu;ambai;3663;1
apartamento;nova iguacu;andrade araujo;2267;1
apartamento;nova iguacu;austin;0;0
apartamento;nova iguacu;barao de amapa;0;0
apartamento;nova iguacu;bela vista;0;0
apartamento;nova iguacu;boa esperanca;0;0
apartamento;nova iguacu;botafogo;0;0
apartamento;nova iguacu;cabucu;14722;2
apartamento;nova iguacu;caioaba;0;0
apartamento;nova iguacu;california;0;0
apartamento;nova iguacu;caonde;3000;2
apartamento;nova iguacu;caonze;0;0
apartamento;nova iguacu;carmari;3569;3
apartamento;nova iguacu;carolina;0;0
apartamento;nova iguacu;centro;0;0
apartamento;nova iguacu;ceramica;5357;115
apartamento;nova iguacu;chacrinha;0;0
apartamento;nova iguacu;chique;0;0
apartamento;nova iguacu;cid jardim cabucu;0;0
apartamento;nova iguacu;cid jd cabucu;0;0
apartamento;nova iguacu;cid jd pq estoril;0;0
apartamento;nova iguacu;comendador soares;0;0
apartamento;nova iguacu;cruzeiro do sul;3611;2
apartamento;nova iguacu;cuiaba;0;0
apartamento;nova iguacu;dom rodrigo;0;0
apartamento;nova iguacu;edison passos;0;0
apartamento;nova iguacu;eng rocha freire;0;0
apartamento;nova iguacu;essolandia;0;0
apartamento;nova iguacu;fe;0;0
apartamento;nova iguacu;figueiras;0;0
apartamento;nova iguacu;floresta;0;0
apartamento;nova iguacu;grande rio;0;0
apartamento;nova iguacu;imperador;0;0
apartamento;nova iguacu;inconfidencia;0;0
apartamento;nova iguacu;independencia;0;0
apartamento;nova iguacu;indeterminado;0;0
apartamento;nova iguacu;jacutinga;0;0
apartamento;nova iguacu;jd alvorada;0;0
apartamento;nova iguacu;jd canaan;3472;17
apartamento;nova iguacu;jd continental;0;0
apartamento;nova iguacu;jd corumba;0;0
apartamento;nova iguacu;jd da posse;0;0
apartamento;nova iguacu;jd da viga;0;0
apartamento;nova iguacu;jd esplanada;0;0
apartamento;nova iguacu;jd iguacu;3900;1
apartamento;nova iguacu;jd imperio;0;0
apartamento;nova iguacu;jd jasmim;0;0
apartamento;nova iguacu;jd nova era;3572;4
apartamento;nova iguacu;jd nova iguacu;0;0
apartamento;nova iguacu;jd palmares;0;0
apartamento;nova iguacu;jd pernambuco;0;0
apartamento;nova iguacu;jd pitoresco;0;0
apartamento;nova iguacu;jd sta eugenia;0;0
apartamento;nova iguacu;jd tropical;0;0
apartamento;nova iguacu;k 11;0;0
apartamento;nova iguacu;k 32;0;0
apartamento;nova iguacu;k11;0;0
apartamento;nova iguacu;k32;3183;2
apartamento;nova iguacu;kennedy;0;0
apartamento;nova iguacu;lafaiete;0;0
apartamento;nova iguacu;lagoinha;0;0
apartamento;nova iguacu;luz;0;0
apartamento;nova iguacu;marco ii;3170;6
apartamento;nova iguacu;margarida;3318;6
apartamento;nova iguacu;maria da luz;0;0
apartamento;nova iguacu;maria jose;0;0
apartamento;nova iguacu;mesquita;0;0
apartamento;nova iguacu;metropole;0;0
apartamento;nova iguacu;miguel couto;0;0
apartamento;nova iguacu;monte castelo;0;0
apartamento;nova iguacu;monte libano;0;0
apartamento;nova iguacu;moqueta;1667;1
apartamento;nova iguacu;morro agudo;0;0
apartamento;nova iguacu;n s das gracas;0;0
apartamento;nova iguacu;nazare;0;0
apartamento;nova iguacu;nova america;0;0
apartamento;nova iguacu;nova luz;0;0
apartamento;nova iguacu;oliveira;0;0
apartamento;nova iguacu;ouro preto;0;0
apartamento;nova iguacu;palhada;0;0
apartamento;nova iguacu;palmeiras;0;0
apartamento;nova iguacu;paraiso;6818;1
apartamento;nova iguacu;pioneiro;0;0
apartamento;nova iguacu;ponto chic;0;0
apartamento;nova iguacu;posse;2475;3
apartamento;nova iguacu;pq das palmeiras;3000;1
apartamento;nova iguacu;pq engenho pequeno;0;0
apartamento;nova iguacu;pq flora;0;0
apartamento;nova iguacu;pq horizonte;0;0
apartamento;nova iguacu;pq resid guadalajara;0;0
apartamento;nova iguacu;pq rosario;0;0
apartamento;nova iguacu;pq s carlos;4781;1
apartamento;nova iguacu;pq tres coracoes;0;0
apartamento;nova iguacu;pq ulisses;0;0
apartamento;nova iguacu;prata;0;0
apartamento;nova iguacu;presid juscelino;3417;1
apartamento;nova iguacu;queimados;0;0
apartamento;nova iguacu;rancho fundo;0;0
apartamento;nova iguacu;rancho novo;0;0
apartamento;nova iguacu;riachao;4292;4
apartamento;nova iguacu;rosa dos ventos;0;0
apartamento;nova iguacu;s benedito;0;0
apartamento;nova iguacu;s geraldo;0;0
apartamento;nova iguacu;s jose;0;0
apartamento;nova iguacu;silvania;0;0
apartamento;nova iguacu;sitio novo oriente;0;0
apartamento;nova iguacu;sta catarina;0;0
apartamento;nova iguacu;sta cecilia;0;0
apartamento;nova iguacu;sta clara;0;0
apartamento;nova iguacu;sta eufenia;0;0
apartamento;nova iguacu;sta eugenia;0;0
apartamento;nova iguacu;sta rita;3085;1
apartamento;nova iguacu;tingua;0;0
apartamento;nova iguacu;tiradentes;0;0
apartamento;nova iguacu;v s jorge;0;0
apartamento;nova iguacu;v s luis;0;0
apartamento;nova iguacu;valverde;0;0
apartamento;nova iguacu;vaz martins;0;0
apartamento;nova iguacu;vista alegre;0;0
apartamento;nova iguacu;vl abolicao;0;0
apartamento;nova iguacu;vl anita;0;0
apartamento;nova iguacu;vl avelina;0;0
apartamento;nova iguacu;vl bandeirantes;0;0
apartamento;nova iguacu;vl de cava;0;0
apartamento;nova iguacu;vl formosa;0;0
apartamento;nova iguacu;vl iguacuana;0;0
apartamento;nova iguacu;vl iracema;0;0
apartamento;nova iguacu;vl marines;0;0
apartamento;nova iguacu;vl martins;0;0
apartamento;nova iguacu;vl nova;0;0
apartamento;nova iguacu;vl operaria;0;0
apartamento;nova iguacu;vl palmeiras;0;0
apartamento;nova iguacu;vl rancho novo;0;0
apartamento;nova iguacu;vl s jorge;0;0
apartamento;nova iguacu;vl s luis;0;0
apartamento;nova iguacu;vl sta teresinha de jesus;0;0
apartamento;nova iguacu;vl tres coracoes;0;0
apartamento;nova iguacu;vl verde;0;0
apartamento;nova iguacu;vl zulmira;0;0
apartamento;paracambi;centro;0;0
apartamento;paracambi;indeterminado;0;0
apartamento;queimados;a noite;0;0
apartamento;queimados;austin;0;0
apartamento;queimados;belmonte;0;0
apartamento;queimados;cabucu;0;0
apartamento;queimados;centro;0;0
apartamento;queimados;guarani;0;0
apartamento;queimados;indeterminado;0;0
apartamento;queimados;jd alzira;0;0
apartamento;queimados;jd capuacu;0;0
apartamento;queimados;jd guandu;0;0
apartamento;queimados;jd queimados;0;0
apartamento;queimados;pacaembu;0;0
apartamento;queimados;pq presid dutra;0;0
apartamento;queimados;pq presidente dutra;0;0
apartamento;queimados;queimados;0;0
apartamento;queimados;vl avante;0;0
apartamento;queimados;vl do tingua;0;0
apartamento;queimados;vl s joao;0;0
apartamento;rio bonito;centro;0;0
apartamento;rio bonito;indeterminado;10640;1
apartamento;rio bonito;zona rural;0;0
apartamento;rio de janeiro;abolicao;0;0
apartamento;rio de janeiro;acari;4512;142
apartamento;rio de janeiro;adriana;2459;1
apartamento;rio de janeiro;aeroporto;0;0
apartamento;rio de janeiro;agua santa;0;0
apartamento;rio de janeiro;alcantara;3722;6
apartamento;rio de janeiro;alto da boa vista;0;0
apartamento;rio de janeiro;anchieta;2390;3
apartamento;rio de janeiro;andarai;2390;3
apartamento;rio de janeiro;anil;6239;352
apartamento;rio de janeiro;araujo de cosmos;5283;124
apartamento;rio de janeiro;arpoador;0;0
apartamento;rio de janeiro;baia de guanabara;12566;5
apartamento;rio de janeiro;bananal;0;0
apartamento;rio de janeiro;bancarios;0;0
apartamento;rio de janeiro;bangu;4726;19
apartamento;rio de janeiro;barra da tijuca;3592;31
apartamento;rio de janeiro;barra de guaratiba;9794;11.004
apartamento;rio de janeiro;barros filho;5260;5
apartamento;rio de janeiro;benfica;9468;1
apartamento;rio de janeiro;bento ribeiro;3816;21
apartamento;rio de janeiro;boiuna;3655;42
apartamento;rio de janeiro;bonsucesso;0;0
apartamento;rio de janeiro;botafogo;4112;121
apartamento;rio de janeiro;bras de pina;11920;2.176
apartamento;rio de janeiro;cachambi;3662;63
apartamento;rio de janeiro;cachamorra;5223;650
apartamento;rio de janeiro;cacuia;0;0
apartamento;rio de janeiro;caju;4688;33
apartamento;rio de janeiro;camorim;3986;1
apartamento;rio de janeiro;campinho;5974;227
apartamento;rio de janeiro;campo dos afonsos;4427;49
apartamento;rio de janeiro;campo formoso;0;0
apartamento;rio de janeiro;campo grande;0;0
apartamento;rio de janeiro;cascadura;3617;527
apartamento;rio de janeiro;castelo;3804;93
apartamento;rio de janeiro;catete;0;0
apartamento;rio de janeiro;catumbi;11086;468
apartamento;rio de janeiro;cavalcante;4215;27
apartamento;rio de janeiro;cavalcanti;0;0
apartamento;rio de janeiro;centro;3339;9
apartamento;rio de janeiro;centro valenca;8635;875
apartamento;rio de janeiro;cid de deus;0;0
apartamento;rio de janeiro;cid nova;3501;11
apartamento;rio de janeiro;cid universitaria;7413;33
apartamento;rio de janeiro;cidade de deus;0;0
apartamento;rio de janeiro;cidade nova;0;0
apartamento;rio de janeiro;cinelandia;0;0
apartamento;rio de janeiro;cocota;10133;2
apartamento;rio de janeiro;coelho neto;4892;61
apartamento;rio de janeiro;colegio;2614;12
apartamento;rio de janeiro;copacabana;3761;16
apartamento;rio de janeiro;cordovil;11680;5.763
apartamento;rio de janeiro;cosme velho;3630;48
apartamento;rio de janeiro;cosmos;10844;73
apartamento;rio de janeiro;costa barros;3931;6
apartamento;rio de janeiro;curicica;0;0
apartamento;rio de janeiro;del castilho;5850;219
apartamento;rio de janeiro;dende;5782;195
apartamento;rio de janeiro;deodoro;0;0
apartamento;rio de janeiro;dumas;0;0
apartamento;rio de janeiro;encantado;0;0
apartamento;rio de janeiro;eng leal;4101;47
apartamento;rio de janeiro;engenho da rainha;0;0
apartamento;rio de janeiro;engenho de dentro;3785;31
apartamento;rio de janeiro;engenho novo;4755;393
apartamento;rio de janeiro;estacio;4212;486
apartamento;rio de janeiro;fatima;6036;64
apartamento;rio de janeiro;fazenda botafogo;8694;22
apartamento;rio de janeiro;flamengo;1868;1
apartamento;rio de janeiro;freguesia;11038;1.895
apartamento;rio de janeiro;freguesia (ilha do governador);5800;1.233
apartamento;rio de janeiro;freguesia (jacarepagua);4850;126
apartamento;rio de janeiro;freguesia ilha do governador;5941;1.494
apartamento;rio de janeiro;freguesia/ilha do governador;0;0
apartamento;rio de janeiro;galeao;0;0
apartamento;rio de janeiro;gamboa;0;0
apartamento;rio de janeiro;gardenia azul;6926;5
apartamento;rio de janeiro;gavea;4029;2
apartamento;rio de janeiro;gloria;13221;120
apartamento;rio de janeiro;grajau;10277;302
apartamento;rio de janeiro;grumari;6047;857
apartamento;rio de janeiro;guadalupe;0;0
apartamento;rio de janeiro;guarabu;3019;27
apartamento;rio de janeiro;guaratiba;0;0
apartamento;rio de janeiro;higienopolis;1871;1
apartamento;rio de janeiro;honorio gurgel;3859;73
apartamento;rio de janeiro;humaita;3191;17
apartamento;rio de janeiro;ilha do governador;12707;344
apartamento;rio de janeiro;indeterminado;5714;32
apartamento;rio de janeiro;inhauma;10026;5
apartamento;rio de janeiro;inhoaiba;3525;65
apartamento;rio de janeiro;ipanema;2928;13
apartamento;rio de janeiro;iraja;13097;632
apartamento;rio de janeiro;itacolomi;4359;286
apartamento;rio de janeiro;itaguai;0;0
apartamento;rio de janeiro;itanhanga;0;0
apartamento;rio de janeiro;izadora;0;0
apartamento;rio de janeiro;jabour;0;0
apartamento;rio de janeiro;jacare;0;0
apartamento;rio de janeiro;jacarepagua;3859;2
apartamento;rio de janeiro;jacarepagua   freguesia;3859;2
apartamento;rio de janeiro;jacarepagua / freguesia;0;0
apartamento;rio de janeiro;jacarepagua freguesia;0;0
apartamento;rio de janeiro;jd america;6475;671
apartamento;rio de janeiro;jd botanico;6475;671
apartamento;rio de janeiro;jd carioca;13134;155
apartamento;rio de janeiro;jd guanabara;5893;65
apartamento;rio de janeiro;jd laranjeiras;5893;65
apartamento;rio de janeiro;jd novo horizonte;5893;65
apartamento;rio de janeiro;jd palmares;13528;2
apartamento;rio de janeiro;jd sulacap;0;0
apartamento;rio de janeiro;jdcarioca;0;0
apartamento;rio de janeiro;joa;0;0
apartamento;rio de janeiro;lagoa;6430;649
apartamento;rio de janeiro;lapa;6430;649
apartamento;rio de janeiro;laranjeiras;10059;133
apartamento;rio de janeiro;largo do machado;10886;1.216
apartamento;rio de janeiro;leblon;10886;1.216
apartamento;rio de janeiro;leme;9054;5
apartamento;rio de janeiro;lins;9054;5
apartamento;rio de janeiro;lins de vasconcelos;0;0
apartamento;rio de janeiro;lot madean;0;0
apartamento;rio de janeiro;madureira;0;0
apartamento;rio de janeiro;magalhaes bastos;3046;2
apartamento;rio de janeiro;mangueira;3046;2
apartamento;rio de janeiro;manguinhos;3046;2
apartamento;rio de janeiro;maracana;0;0
apartamento;rio de janeiro;mare;0;0
apartamento;rio de janeiro;marechal hermes;0;0
apartamento;rio de janeiro;maria da graca;0;0
