Tipo de Imovel;Cidade;Bairro;Metro Quadrado;Amostra
casa;niteroi;vital brasil;3276;84
casa;niteroi;vl progresso;3276;84
casa;nova iguacu;adrianopolis;4727;9
casa;nova iguacu;aero clube;4727;0
casa;nova iguacu;alto da posse;0;0
casa;nova iguacu;alvarez;0;0
casa;nova iguacu;ambai;0;0
casa;nova iguacu;andrade araujo;0;0
casa;nova iguacu;austin;2209;2
casa;nova iguacu;barao de amapa;2209;2
casa;nova iguacu;bela vista;2209;2
casa;nova iguacu;boa esperanca;2209;2
casa;nova iguacu;botafogo;2143;1
casa;nova iguacu;cabucu;2143;1
casa;nova iguacu;caioaba;2100;36
casa;nova iguacu;california;3371;6
casa;nova iguacu;caonde;3308;10
casa;nova iguacu;caonze;0;0
casa;nova iguacu;carmari;0;0
casa;nova iguacu;carolina;3278;2
casa;nova iguacu;centro;3278;2
casa;nova iguacu;ceramica;3278;2
casa;nova iguacu;chacrinha;3721;6
casa;nova iguacu;chique;3721;6
casa;nova iguacu;cid jardim cabucu;3721;6
casa;nova iguacu;cid jd cabucu;0;0
casa;nova iguacu;cid jd pq estoril;0;0
casa;nova iguacu;comendador soares;0;0
casa;nova iguacu;cruzeiro do sul;0;0
casa;nova iguacu;cuiaba;0;0
casa;nova iguacu;dom rodrigo;0;0
casa;nova iguacu;edison passos;0;0
casa;nova iguacu;eng rocha freire;0;0
casa;nova iguacu;essolandia;0;0
casa;nova iguacu;fe;0;0
casa;nova iguacu;figueiras;0;0
casa;nova iguacu;floresta;0;0
casa;nova iguacu;grande rio;1500;1
casa;nova iguacu;imperador;0;0
casa;nova iguacu;inconfidencia;0;0
casa;nova iguacu;independencia;0;0
casa;nova iguacu;indeterminado;0;0
casa;nova iguacu;jacutinga;0;0
casa;nova iguacu;jd alvorada;0;1
casa;nova iguacu;jd canaan;2594;2
casa;nova iguacu;jd continental;2594;2
casa;nova iguacu;jd corumba;0;0
casa;nova iguacu;jd da posse;0;0
casa;nova iguacu;jd da viga;3329;5
casa;nova iguacu;jd esplanada;3329;5
casa;nova iguacu;jd iguacu;3329;5
casa;nova iguacu;jd imperio;3329;4
casa;nova iguacu;jd jasmim;0;0
casa;nova iguacu;jd nova era;0;0
casa;nova iguacu;jd nova iguacu;0;0
casa;nova iguacu;jd palmares;0;0
casa;nova iguacu;jd pernambuco;0;0
casa;nova iguacu;jd pitoresco;0;0
casa;nova iguacu;jd sta eugenia;3900;1
casa;nova iguacu;jd tropical;3900;1
casa;nova iguacu;k 11;3900;1
casa;nova iguacu;k 32;3900;1
casa;nova iguacu;k11;0;0
casa;nova iguacu;k32;0;0
casa;nova iguacu;kennedy;0;0
casa;nova iguacu;lafaiete;0;0
casa;nova iguacu;lagoinha;0;0
casa;nova iguacu;luz;0;0
casa;nova iguacu;marco ii;0;0
casa;nova iguacu;margarida;0;0
casa;nova iguacu;maria da luz;0;0
casa;nova iguacu;maria jose;0;0
casa;nova iguacu;mesquita;0;0
casa;nova iguacu;metropole;0;0
casa;nova iguacu;miguel couto;0;0
casa;nova iguacu;monte castelo;0;0
casa;nova iguacu;monte libano;0;0
casa;nova iguacu;moqueta;0;0
casa;nova iguacu;morro agudo;3416;4
casa;nova iguacu;n s das gracas;3416;4
casa;nova iguacu;nazare;0;0
casa;nova iguacu;nova america;0;0
casa;nova iguacu;nova luz;0;0
casa;nova iguacu;oliveira;0;0
casa;nova iguacu;ouro preto;0;0
casa;nova iguacu;palhada;0;0
casa;nova iguacu;palmeiras;0;0
casa;nova iguacu;paraiso;2376;0
casa;nova iguacu;pioneiro;0;0
casa;nova iguacu;ponto chic;0;0
casa;nova iguacu;posse;0;0
casa;nova iguacu;pq das palmeiras;3711;3
casa;nova iguacu;pq engenho pequeno;0;0
casa;nova iguacu;pq flora;0;0
casa;nova iguacu;pq horizonte;2813;1
casa;nova iguacu;pq resid guadalajara;2813;1
casa;nova iguacu;pq rosario;2813;1
casa;nova iguacu;pq s carlos;2813;0
casa;nova iguacu;pq tres coracoes;0;0
casa;nova iguacu;pq ulisses;0;0
casa;nova iguacu;prata;0;0
casa;nova iguacu;presid juscelino;0;0
casa;nova iguacu;queimados;0;0
casa;nova iguacu;rancho fundo;0;0
casa;nova iguacu;rancho novo;0;0
casa;nova iguacu;riachao;0;0
casa;nova iguacu;rosa dos ventos;0;0
casa;nova iguacu;s benedito;0;0
casa;nova iguacu;s geraldo;0;0
casa;nova iguacu;s jose;0;0
casa;nova iguacu;silvania;0;0
casa;nova iguacu;sitio novo oriente;0;0
casa;nova iguacu;sta catarina;0;0
casa;nova iguacu;sta cecilia;0;0
casa;nova iguacu;sta clara;2950;2
casa;nova iguacu;sta eufenia;0;0
casa;nova iguacu;sta eugenia;0;0
casa;nova iguacu;sta rita;0;0
casa;nova iguacu;tingua;0;0
casa;nova iguacu;tiradentes;0;0
casa;nova iguacu;v s jorge;0;0
casa;nova iguacu;v s luis;0;0
casa;nova iguacu;valverde;0;0
casa;nova iguacu;vaz martins;0;0
casa;nova iguacu;vista alegre;0;0
casa;nova iguacu;vl abolicao;0;0
casa;nova iguacu;vl anita;0;0
casa;nova iguacu;vl avelina;0;0
casa;nova iguacu;vl bandeirantes;0;0
casa;nova iguacu;vl de cava;1695;3
casa;nova iguacu;vl formosa;0;0
casa;nova iguacu;vl iguacuana;0;0
casa;nova iguacu;vl iracema;0;0
casa;nova iguacu;vl marines;0;0
casa;nova iguacu;vl martins;0;0
casa;nova iguacu;vl nova;0;0
casa;nova iguacu;vl operaria;0;1
casa;nova iguacu;vl palmeiras;4805;1
casa;nova iguacu;vl rancho novo;0;0
casa;nova iguacu;vl s jorge;0;0
casa;nova iguacu;vl s luis;0;0
casa;nova iguacu;vl sta teresinha de jesus;0;0
casa;nova iguacu;vl tres coracoes;0;0
casa;nova iguacu;vl verde;0;0
casa;nova iguacu;vl zulmira;0;0
casa;paracambi;centro;0;0
casa;paracambi;indeterminado;0;0
casa;queimados;a noite;0;0
casa;queimados;austin;0;0
casa;queimados;belmonte;0;0
casa;queimados;cabucu;0;0
casa;queimados;centro;0;0
casa;queimados;guarani;0;0
casa;queimados;indeterminado;0;0
casa;queimados;jd alzira;0;0
casa;queimados;jd capuacu;0;0
casa;queimados;jd guandu;0;0
casa;queimados;jd queimados;0;0
casa;queimados;pacaembu;0;0
casa;queimados;pq presid dutra;0;0
casa;queimados;pq presidente dutra;0;0
casa;queimados;queimados;0;0
casa;queimados;vl avante;0;0
casa;queimados;vl do tingua;0;0
casa;queimados;vl s joao;0;0
casa;rio bonito;centro;0;0
casa;rio bonito;indeterminado;0;0
casa;rio bonito;zona rural;0;0
casa;rio de janeiro;abolicao;0;0
casa;rio de janeiro;acari;0;0
casa;rio de janeiro;adriana;0;0
casa;rio de janeiro;aeroporto;0;0
casa;rio de janeiro;agua santa;0;0
casa;rio de janeiro;alcantara;5082;19
casa;rio de janeiro;alto da boa vista;0;0
casa;rio de janeiro;anchieta;5955;5
casa;rio de janeiro;andarai;1503;5
casa;rio de janeiro;anil;5296;57
casa;rio de janeiro;araujo de cosmos;4595;410
casa;rio de janeiro;arpoador;0;0
casa;rio de janeiro;baia de guanabara;0;0
casa;rio de janeiro;bananal;0;0
casa;rio de janeiro;bancarios;0;29
casa;rio de janeiro;bangu;4042;29
casa;rio de janeiro;barra da tijuca;7702;2.812
casa;rio de janeiro;barra de guaratiba;7702;2.812
casa;rio de janeiro;barros filho;2388;7
casa;rio de janeiro;benfica;2388;0
casa;rio de janeiro;bento ribeiro;4443;5
casa;rio de janeiro;boiuna;4443;60
casa;rio de janeiro;bonsucesso;1526;35
casa;rio de janeiro;botafogo;3235;35
casa;rio de janeiro;bras de pina;3235;35
casa;rio de janeiro;cachambi;9253;161
casa;rio de janeiro;cachamorra;4794;189
casa;rio de janeiro;cacuia;0;0
casa;rio de janeiro;caju;0;0
casa;rio de janeiro;camorim;4940;27
casa;rio de janeiro;campinho;4940;36
casa;rio de janeiro;campo dos afonsos;3371;36
casa;rio de janeiro;campo formoso;0;0
casa;rio de janeiro;campo grande;0;0
casa;rio de janeiro;cascadura;3269;685
casa;rio de janeiro;castelo;3326;28
casa;rio de janeiro;catete;0;0
casa;rio de janeiro;catumbi;6432;18
casa;rio de janeiro;cavalcante;3403;6
casa;rio de janeiro;cavalcanti;0;0
casa;rio de janeiro;centro;3122;3
casa;rio de janeiro;centro valenca;5568;12
casa;rio de janeiro;cid de deus;0;0
casa;rio de janeiro;cid nova;3389;3
casa;rio de janeiro;cid universitaria;4344;2
casa;rio de janeiro;cidade de deus;0;0
casa;rio de janeiro;cidade nova;0;0
casa;rio de janeiro;cinelandia;0;0
casa;rio de janeiro;cocota;3136;15
casa;rio de janeiro;coelho neto;3136;15
casa;rio de janeiro;colegio;3136;15
casa;rio de janeiro;copacabana;2774;4
casa;rio de janeiro;cordovil;9946;39
casa;rio de janeiro;cosme velho;2576;16
casa;rio de janeiro;cosmos;6160;79
casa;rio de janeiro;costa barros;2433;11
casa;rio de janeiro;curicica;0;0
casa;rio de janeiro;del castilho;4198;77
casa;rio de janeiro;dende;4683;5
casa;rio de janeiro;deodoro;0;0
casa;rio de janeiro;dumas;0;0
casa;rio de janeiro;encantado;0;0
casa;rio de janeiro;eng leal;4376;19
casa;rio de janeiro;engenho da rainha;4376;19
casa;rio de janeiro;engenho de dentro;0;0
casa;rio de janeiro;engenho novo;0;0
casa;rio de janeiro;estacio;5122;3
casa;rio de janeiro;fatima;5122;3
casa;rio de janeiro;fazenda botafogo;5122;3
casa;rio de janeiro;flamengo;5122;3
casa;rio de janeiro;freguesia;5122;3
casa;rio de janeiro;freguesia (ilha do governador);5122;3
casa;rio de janeiro;freguesia (jacarepagua);5122;3
casa;rio de janeiro;freguesia ilha do governador;5122;3
casa;rio de janeiro;freguesia/ilha do governador;5122;3
casa;rio de janeiro;galeao;5122;3
casa;rio de janeiro;gamboa;5122;3
casa;rio de janeiro;gardenia azul;5122;3
casa;rio de janeiro;gavea;5122;3
casa;rio de janeiro;gloria;5122;3
casa;rio de janeiro;grajau;0;0
casa;rio de janeiro;grumari;0;0
casa;rio de janeiro;guadalupe;0;0
casa;rio de janeiro;guarabu;0;0
casa;rio de janeiro;guaratiba;9417;13
casa;rio de janeiro;higienopolis;9417;13
casa;rio de janeiro;honorio gurgel;9417;13
casa;rio de janeiro;humaita;9417;13
casa;rio de janeiro;ilha do governador;3818;42
casa;rio de janeiro;indeterminado;3818;42
casa;rio de janeiro;inhauma;3818;42
casa;rio de janeiro;inhoaiba;3818;42
casa;rio de janeiro;ipanema;3818;42
casa;rio de janeiro;iraja;3818;42
casa;rio de janeiro;itacolomi;3818;42
casa;rio de janeiro;itaguai;3818;42
casa;rio de janeiro;itanhanga;3818;42
casa;rio de janeiro;izadora;3818;42
casa;rio de janeiro;jabour;3818;42
casa;rio de janeiro;jacare;3818;42
casa;rio de janeiro;jacarepagua;3818;42
casa;rio de janeiro;jacarepagua   freguesia;3818;42
casa;rio de janeiro;jacarepagua / freguesia;3818;42
casa;rio de janeiro;jacarepagua freguesia;3818;42
casa;rio de janeiro;jd america;3818;42
casa;rio de janeiro;jd botanico;3818;42
casa;rio de janeiro;jd carioca;3818;42
casa;rio de janeiro;jd guanabara;3818;42
casa;rio de janeiro;jd laranjeiras;3818;42
casa;rio de janeiro;jd novo horizonte;3818;42
casa;rio de janeiro;jd palmares;3818;42
casa;rio de janeiro;jd sulacap;3818;42
casa;rio de janeiro;jdcarioca;3818;42
casa;rio de janeiro;joa;3818;42
casa;rio de janeiro;lagoa;3818;42
casa;rio de janeiro;lapa;3818;42
casa;rio de janeiro;laranjeiras;3818;42
casa;rio de janeiro;largo do machado;3818;42
casa;rio de janeiro;leblon;3818;42
casa;rio de janeiro;leme;3818;42
casa;rio de janeiro;lins;3818;42
casa;rio de janeiro;lins de vasconcelos;3818;42
casa;rio de janeiro;lot madean;3818;42
casa;rio de janeiro;madureira;3818;42
casa;rio de janeiro;magalhaes bastos;3818;42
casa;rio de janeiro;mangueira;3818;42
casa;rio de janeiro;manguinhos;3818;42
casa;rio de janeiro;maracana;3818;42
casa;rio de janeiro;mare;3818;42
casa;rio de janeiro;marechal hermes;3818;42
casa;rio de janeiro;maria da graca;3818;42
casa;rio de janeiro;meier;0;0
casa;rio de janeiro;monero;4466;27
casa;rio de janeiro;muda;4466;27
casa;rio de janeiro;n s das gracas;2677;2
casa;rio de janeiro;oiticica ii;2677;2
casa;rio de janeiro;olaria;0;0
casa;rio de janeiro;oswaldo cruz;4003;77
casa;rio de janeiro;paciencia;4003;77
casa;rio de janeiro;padre miguel;2940;3
casa;rio de janeiro;paqueta;2940;3
casa;rio de janeiro;parada de lucas;2940;3
casa;rio de janeiro;pavuna;2940;3
casa;rio de janeiro;pc da bandeira;5213;9
casa;rio de janeiro;pc seca;5213;9
casa;rio de janeiro;pechincha;5213;9
casa;rio de janeiro;pedra de guaratiba;6921;3
casa;rio de janeiro;penha;6921;3
casa;rio de janeiro;penha circular;4198;52
casa;rio de janeiro;piedade;3407;82
casa;rio de janeiro;pilares;3407;82
casa;rio de janeiro;pitangueiras;3347;22
casa;rio de janeiro;portuguesa;3686;45
casa;rio de janeiro;pq anchieta;2688;1
casa;rio de janeiro;praca da bandeira;2688;1
casa;rio de janeiro;praca seca;0;0
casa;rio de janeiro;praia da bandeira;0;0
casa;rio de janeiro;proletario nova cidade;4364;26
casa;rio de janeiro;quintino bocaiuva;0;74
casa;rio de janeiro;ramos;3815;74
casa;rio de janeiro;realengo;2724;44
casa;rio de janeiro;recreio dos bandeirantes;2724;44
casa;rio de janeiro;riachuelo;6278;1.511
casa;rio de janeiro;ribeira;4022;48
casa;rio de janeiro;ricardo de albuquerque;4606;12
casa;rio de janeiro;rio comprido;4606;12
casa;rio de janeiro;rio da prata;4326;1
casa;rio de janeiro;rocha;3094;3
casa;rio de janeiro;rocha miranda;4434;40
casa;rio de janeiro;rocinha;3379;33
casa;rio de janeiro;s claudio;0;0
casa;rio de janeiro;s conrado;0;0
casa;rio de janeiro;s cristovao;8606;155
casa;rio de janeiro;s francisco xavier;4584;20
casa;rio de janeiro;sampaio;4584;20
casa;rio de janeiro;santa cruz;4646;36
casa;rio de janeiro;santa teresa;0;0
casa;rio de janeiro;santissimo;0;0
casa;rio de janeiro;santo cristo;0;0
casa;rio de janeiro;sao conrado;0;0
casa;rio de janeiro;sao cristovao;0;0
casa;rio de janeiro;sao francisco xavier;0;0
casa;rio de janeiro;saude;3385;1
casa;rio de janeiro;senador camara;3385;1
casa;rio de janeiro;senador vasconcelos;3963;2
casa;rio de janeiro;sepetiba;3668;10
casa;rio de janeiro;seropedica;0;0
casa;rio de janeiro;sta cruz;0;6
casa;rio de janeiro;sta teresa;2694;6
casa;rio de janeiro;sto cristo;6440;151
casa;rio de janeiro;sulacap;3341;2
casa;rio de janeiro;tanque;3856;76
casa;rio de janeiro;taquara;4121;804
casa;rio de janeiro;taua;4121;804
casa;rio de janeiro;tijuca;5773;582
casa;rio de janeiro;tinguazinho i;0;0
casa;rio de janeiro;tinguazinho ii;0;0
casa;rio de janeiro;todos os santos;0;0
casa;rio de janeiro;tomas coelho;4448;34
casa;rio de janeiro;triagem;2941;2
casa;rio de janeiro;tubiacanga;0;0
casa;rio de janeiro;turiacu;0;0
casa;rio de janeiro;urca;1667;4
casa;rio de janeiro;usina;11354;47
casa;rio de janeiro;v da penha;3925;14
casa;rio de janeiro;v isabel;0;0
casa;rio de janeiro;v iv centenario;0;0
casa;rio de janeiro;v kosmos;0;0
casa;rio de janeiro;v valqueire;0;0
casa;rio de janeiro;vargem grande;0;274
casa;rio de janeiro;vargem pequena;4371;274
casa;rio de janeiro;vaz lobo;4426;429
casa;rio de janeiro;vicente de carvalho;2848;13
casa;rio de janeiro;vidigal;6314;14
casa;rio de janeiro;vigario geral;6314;14
casa;rio de janeiro;village;6314;14
casa;rio de janeiro;vista alegre;6314;14
casa;rio de janeiro;vl da penha;6314;14
casa;rio de janeiro;vl do ceu;0;0
casa;rio de janeiro;vl isabel;0;0
casa;rio de janeiro;vl ivl centenario;0;0
casa;rio de janeiro;vl kenedy;0;0
casa;rio de janeiro;vl kosmos;4288;31
casa;rio de janeiro;vl militar;4288;31
casa;rio de janeiro;vl valqueire;4288;31
casa;rio de janeiro;vl vitoria;4288;31
casa;rio de janeiro;zumbi;4580;181
casa;sao goncalo;alcantara;4580;181
casa;sao goncalo;almerinda;2727;1
casa;sao goncalo;amendoeira;0;0
casa;sao goncalo;anaia pequeno;2296;4
casa;sao goncalo;antonina;2296;4
casa;sao goncalo;arsenal;2861;30
casa;sao goncalo;barracao;2861;30
casa;sao goncalo;barreto;0;0
casa;sao goncalo;barro vermelho;0;0
casa;sao goncalo;boa vista;2912;14
casa;sao goncalo;boacu;2912;14
casa;sao goncalo;bom retiro;0;0
casa;sao goncalo;brasilandia;0;0
casa;sao goncalo;calaboca;3165;10
casa;sao goncalo;camarao;3288;2
casa;sao goncalo;centro;4420;6
casa;sao goncalo;coelho;4383;11
casa;sao goncalo;colubande;2546;11
casa;sao goncalo;covanca;2957;22
casa;sao goncalo;engenho do rocado;3846;1
casa;sao goncalo;engenho pequeno;1600;1
casa;sao goncalo;estrela do norte;2199;2
casa;sao goncalo;galo branco;2199;11
casa;sao goncalo;gradim;3104;11
casa;sao goncalo;guaxindiba;4097;2
casa;sao goncalo;indeterminado;4097;2
casa;sao goncalo;ipiiba;0;0
casa;sao goncalo;itaoca;2462;1
casa;sao goncalo;itauna;2462;1
casa;sao goncalo;jd alcantara;2299;2
casa;sao goncalo;jd bom retiro;0;0
casa;sao goncalo;jd california;0;0
casa;sao goncalo;jd catarina;3638;2
casa;sao goncalo;jd fluminense;3638;2
casa;sao goncalo;jd independencia;1049;1
casa;sao goncalo;joquei clube;1049;1
casa;sao goncalo;lagoinha;1049;1
casa;sao goncalo;laranjal;1049;1
casa;sao goncalo;lindo parque;1049;1
casa;sao goncalo;mangueira;1049;1
casa;sao goncalo;marambaia;0;0
casa;sao goncalo;maria paula;3417;2
casa;sao goncalo;miriambi;3417;2
casa;sao goncalo;monjolo;0;0
casa;sao goncalo;mutondo;2539;11
casa;sao goncalo;mutua;3415;11
casa;sao goncalo;mutuaguacu;3415;0
casa;sao goncalo;mutuapira;1844;2
casa;sao goncalo;n s da paz;1844;0
casa;sao goncalo;neves;0;0
casa;sao goncalo;nova cidade;3302;11
casa;sao goncalo;novo mexico;0;0
casa;sao goncalo;pacheco;2853;11
casa;sao goncalo;parada 40;2853;11
casa;sao goncalo;paraiso;2853;11
casa;sao goncalo;patronato;2853;11
casa;sao goncalo;piao;2934;1
casa;sao goncalo;pita;3198;4
casa;sao goncalo;portao do rosa;3198;4
casa;sao goncalo;porto da madama;2603;1
casa;sao goncalo;porto da pedra;2606;5
casa;sao goncalo;porto do rosa;2606;5
casa;sao goncalo;porto novo;3315;10
casa;sao goncalo;porto velho;3315;10
casa;sao goncalo;raul veiga;3244;12
casa;sao goncalo;rio do ouro;3276;5
casa;sao goncalo;rocha;2996;5
casa;sao goncalo;s miguel;3577;2
casa;sao goncalo;sacramento;3577;2
casa;sao goncalo;santa luzia;0;0
casa;sao goncalo;sao miguel;0;0
casa;sao goncalo;sete pontes;0;10
casa;sao goncalo;sta anita;3513;10
casa;sao goncalo;sta catarina;0;4
casa;sao goncalo;sta isabel;3335;2
casa;sao goncalo;sta luzia;2079;2
casa;sao goncalo;tenente jardim;2079;2
casa;sao goncalo;tiradentes;2500;1
casa;sao goncalo;tribobo;2046;8
casa;sao goncalo;trindade;2046;8
casa;sao goncalo;varzea das mocas;2605;4
casa;sao goncalo;venda da cruz;2605;4
casa;sao goncalo;vista alegre;2605;10
casa;sao goncalo;vl iara;3159;10
casa;sao goncalo;vl lage;3159;10
casa;sao goncalo;vl tres;2518;7
casa;sao goncalo;ze garoto;2518;7
casa;sao joao de meriti;agostinho porto;2691;11
casa;sao joao de meriti;centro;3067;1
casa;sao joao de meriti;coelho da rocha;1786;1
casa;sao joao de meriti;eden;1786;1
casa;sao joao de meriti;eng belford;1786;1
casa;sao joao de meriti;grande rio;1786;0
casa;sao joao de meriti;indeterminado;2863;0
casa;sao joao de meriti;jd da alegria;1811;0
casa;sao joao de meriti;jd jose bonifacio;0;0
casa;sao joao de meriti;jd meriti;0;0
casa;sao joao de meriti;jd metropole;0;0
casa;sao joao de meriti;jd olavo bilac;0;0
casa;sao joao de meriti;jd sta rosa;0;0
casa;sao joao de meriti;pq analandia;0;0
casa;sao joao de meriti;pq novo rio;2819;1
casa;sao joao de meriti;pq s judas tadeu;0;0
casa;sao joao de meriti;pq teles de menezes;0;0
casa;sao joao de meriti;s mateus;0;0
casa;sao joao de meriti;tomazinho;0;0
casa;sao joao de meriti;trezentos;0;0
casa;sao joao de meriti;v r dos teles;0;0
casa;sao joao de meriti;v rosali;0;0
casa;sao joao de meriti;v s joao;0;0
casa;sao joao de meriti;venda velha;0;0
casa;sao joao de meriti;vilar dos teles;3500;2
casa;sao joao de meriti;vl norma;3500;2
casa;sao joao de meriti;vl r dos teles;3500;2
casa;sao joao de meriti;vl rosali;1290;1
casa;sao joao de meriti;vl s joao;0;0
casa;sao joao de meriti;vl tiradentes;0;0
casa;sao joao de meriti;vl zulmira;0;0
casa;seropedica;centro;0;0
casa;seropedica;indeterminado;0;0
casa;seropedica;zona rural;0;0
casa;tangua;bandeirantes i;0;0
casa;tangua;centro;2169;1
casa;tangua;indeterminado;2167;1
comercial/ industrial;belford roxo;amelia;0;0
comercial/ industrial;belford roxo;andrade araujo;0;0
comercial/ industrial;belford roxo;areia branca;0;0
comercial/ industrial;belford roxo;babi;0;0
comercial/ industrial;belford roxo;belford roxo;0;0
comercial/ industrial;belford roxo;boa esperanca;0;0
comercial/ industrial;belford roxo;boa ventura;0;0
comercial/ industrial;belford roxo;buriti;0;0
comercial/ industrial;belford roxo;centro;0;0
comercial/ industrial;belford roxo;ch sto antonio;0;0
comercial/ industrial;belford roxo;gracas;0;0
comercial/ industrial;belford roxo;heliopolis;0;0
comercial/ industrial;belford roxo;hiterland;0;0
comercial/ industrial;belford roxo;indeterminado;0;0
comercial/ industrial;belford roxo;itaipu;0;0
comercial/ industrial;belford roxo;jd almo;0;0
comercial/ industrial;belford roxo;jd bom pastor;0;0
comercial/ industrial;belford roxo;jd dimas filho;0;0
comercial/ industrial;belford roxo;jd glaucia;0;0
comercial/ industrial;belford roxo;jd redentor;0;0
comercial/ industrial;belford roxo;jd sta marta;0;0
comercial/ industrial;belford roxo;lot xv;0;0
comercial/ industrial;belford roxo;lote xv;0;0
comercial/ industrial;belford roxo;nova aurora;0;0
comercial/ industrial;belford roxo;piam;0;0
comercial/ industrial;belford roxo;pq amorim;0;0
comercial/ industrial;belford roxo;pq esperanca;0;0
comercial/ industrial;belford roxo;pq floresta;0;0
comercial/ industrial;belford roxo;pq martinho;0;0
comercial/ industrial;belford roxo;pq s bernardo;0;0
comercial/ industrial;belford roxo;pq s jose;0;0
comercial/ industrial;belford roxo;pq s vicente;0;0
comercial/ industrial;belford roxo;pq santa amelia;0;0
comercial/ industrial;belford roxo;pq saxonia;0;0
comercial/ industrial;belford roxo;pq sta amelia;0;0
comercial/ industrial;belford roxo;prata;0;0
comercial/ industrial;belford roxo;rocha sobrinho;0;0
comercial/ industrial;belford roxo;s bernardo;0;0
comercial/ industrial;belford roxo;s jorge;0;0
comercial/ industrial;belford roxo;sta cecilia;0;0
comercial/ industrial;belford roxo;sta maria;0;0
comercial/ industrial;belford roxo;sublime;0;0
comercial/ industrial;belford roxo;vergel dos felix;0;0
comercial/ industrial;belford roxo;vl dagmar;0;0
comercial/ industrial;belford roxo;vl entre rios;0;0
comercial/ industrial;belford roxo;vl joao lima;0;0
comercial/ industrial;belford roxo;vl madalena;0;0
comercial/ industrial;belford roxo;vl medeiros;0;0
comercial/ industrial;belford roxo;vl pauline;0;0
comercial/ industrial;belford roxo;vl r novo;0;0
comercial/ industrial;belford roxo;vl s luis;0;0
comercial/ industrial;belford roxo;vl s teodoro;0;0
comercial/ industrial;belford roxo;vl sto antonio da prata;0;0
comercial/ industrial;belford roxo;vl verde;0;0
comercial/ industrial;belford roxo;vl vitorio;0;0
comercial/ industrial;cachoeiras de macacu;boca do mato;0;0
comercial/ industrial;cachoeiras de macacu;centro;0;0
comercial/ industrial;cachoeiras de macacu;indeterminado;0;0
comercial/ industrial;cachoeiras de macacu;papucaia;0;0
comercial/ industrial;cachoeiras de macacu;zona rural;0;0
comercial/ industrial;duque de caxias;barro branco;0;0
comercial/ industrial;duque de caxias;centro;0;0
comercial/ industrial;duque de caxias;ch arcampo;0;0
comercial/ industrial;duque de caxias;ch maria helena;0;0
comercial/ industrial;duque de caxias;ch riopetropolis;0;0
comercial/ industrial;duque de caxias;chac rio petropolis;0;0
comercial/ industrial;duque de caxias;chac riopetropolis;0;0
comercial/ industrial;duque de caxias;chacrinha;0;0
comercial/ industrial;duque de caxias;circular;0;0
comercial/ industrial;duque de caxias;divino;0;0
comercial/ industrial;duque de caxias;dr laureano;0;0
comercial/ industrial;duque de caxias;engenho do porto;0;0
comercial/ industrial;duque de caxias;gramacho;0;0
comercial/ industrial;duque de caxias;imbarie;0;0
comercial/ industrial;duque de caxias;indeterminado;0;0
comercial/ industrial;duque de caxias;itatiaia;0;0
comercial/ industrial;duque de caxias;jd 25 de agosto;0;0
comercial/ industrial;duque de caxias;jd anhanga;0;0
comercial/ industrial;duque de caxias;jd gramacho;0;0
comercial/ industrial;duque de caxias;jd imbarie;0;0
comercial/ industrial;duque de caxias;jd leal;0;0
comercial/ industrial;duque de caxias;jd olavo bilac;0;0
comercial/ industrial;duque de caxias;jd olimpo;0;0
comercial/ industrial;duque de caxias;jd panama;0;0
comercial/ industrial;duque de caxias;jd primavera;0;0
comercial/ industrial;duque de caxias;jd vinte e cinco de agosto;0;0
comercial/ industrial;duque de caxias;mantiquira;0;0
comercial/ industrial;duque de caxias;nova campinas;0;0
comercial/ industrial;duque de caxias;pq barao do amapa;0;0
comercial/ industrial;duque de caxias;pq beira mar;0;0
comercial/ industrial;duque de caxias;pq boa vista i;0;0
comercial/ industrial;duque de caxias;pq boa vista ii;0;0
comercial/ industrial;duque de caxias;pq capivari;0;0
comercial/ industrial;duque de caxias;pq centenario;0;0
comercial/ industrial;duque de caxias;pq duque de caxias;0;0
comercial/ industrial;duque de caxias;pq eldorado;0;0
comercial/ industrial;duque de caxias;pq equitativa;0;0
comercial/ industrial;duque de caxias;pq esperanca;0;0
comercial/ industrial;duque de caxias;pq felicidade;0;0
comercial/ industrial;duque de caxias;pq fluminense;0;0
comercial/ industrial;duque de caxias;pq imperio;0;0
comercial/ industrial;duque de caxias;pq independencia;0;0
comercial/ industrial;duque de caxias;pq joao pessoa;0;0
comercial/ industrial;duque de caxias;pq lafaiete;0;0
comercial/ industrial;duque de caxias;pq laguna e dourados;0;0
comercial/ industrial;duque de caxias;pq muisa;0;0
comercial/ industrial;duque de caxias;pq nova esperanca;0;0
comercial/ industrial;duque de caxias;pq pauliceia;0;0
comercial/ industrial;duque de caxias;pq paulista;0;0
comercial/ industrial;duque de caxias;pq senhor do bonfim;0;0
comercial/ industrial;duque de caxias;pq sta lucia;0;0
comercial/ industrial;duque de caxias;pq uruguaiana;0;0
comercial/ industrial;duque de caxias;pq vitoria;0;0
comercial/ industrial;duque de caxias;pq xerem;0;0
comercial/ industrial;duque de caxias;s bento;0;0
comercial/ industrial;duque de caxias;saracuruna;0;0
comercial/ industrial;duque de caxias;sarapui;0;0
comercial/ industrial;duque de caxias;sta lucia;0;0
comercial/ industrial;duque de caxias;sto antonio;0;0
comercial/ industrial;duque de caxias;taquara;0;0
comercial/ industrial;duque de caxias;v actura;0;0
